Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
NA	11	83253	83393	-	mgrB_M27M	PhoP/PhoQ regulator MgrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	47	47	100.00	100.00	47	WP_002911375.1	PhoP/PhoQ regulator MgrB	NA	NA
NA	11	83253	83393	-	mgrB_W20W	PhoP/PhoQ regulator MgrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	47	47	100.00	100.00	47	WP_002911375.1	PhoP/PhoQ regulator MgrB	NA	NA
NA	11	83253	83393	-	mgrB_W47W	PhoP/PhoQ regulator MgrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	47	47	100.00	100.00	47	WP_002911375.1	PhoP/PhoQ regulator MgrB	NA	NA
NA	2	136751	137419	+	pmrA_G53G	two-component system response regulator PmrA [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	223	223	100.00	100.00	223	WP_002895659.1	two-component system response regulator PmrA	NA	NA
NA	2	136751	137419	+	pmrA_S42S	two-component system response regulator PmrA [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	223	223	100.00	100.00	223	WP_002895659.1	two-component system response regulator PmrA	NA	NA
NA	2	137426	138520	+	pmrB_L17L	two-component system sensor histidine kinase PmrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	365	365	100.00	100.00	365	WP_004179093.1	two-component system sensor histidine kinase PmrB	NA	NA
NA	2	137426	138520	+	pmrB_L82L	two-component system sensor histidine kinase PmrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	365	365	100.00	100.00	365	WP_004179093.1	two-component system sensor histidine kinase PmrB	NA	NA
NA	2	137426	138520	+	pmrB_R14R	two-component system sensor histidine kinase PmrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	365	365	100.00	100.00	365	WP_004179093.1	two-component system sensor histidine kinase PmrB	NA	NA
NA	2	137426	138520	+	pmrB_R256R	two-component system sensor histidine kinase PmrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	365	365	100.00	100.00	365	WP_004179093.1	two-component system sensor histidine kinase PmrB	NA	NA
NA	2	137426	138520	+	pmrB_S208S	two-component system sensor histidine kinase PmrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	365	365	100.00	100.00	365	WP_004179093.1	two-component system sensor histidine kinase PmrB	NA	NA
NA	2	137426	138520	+	pmrB_S85S	two-component system sensor histidine kinase PmrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	365	365	100.00	100.00	365	WP_004179093.1	two-component system sensor histidine kinase PmrB	NA	NA
NA	2	137426	138520	+	pmrB_T140T	two-component system sensor histidine kinase PmrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	365	365	100.00	100.00	365	WP_004179093.1	two-component system sensor histidine kinase PmrB	NA	NA
NA	2	137426	138520	+	pmrB_T157T	two-component system sensor histidine kinase PmrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	365	365	100.00	100.00	365	WP_004179093.1	two-component system sensor histidine kinase PmrB	NA	NA
NA	2	137426	138520	+	pmrB_Y209Y	two-component system sensor histidine kinase PmrB [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	365	365	100.00	100.00	365	WP_004179093.1	two-component system sensor histidine kinase PmrB	NA	NA
NA	2	406851	407429	+	ramR_A16A	TetR/AcrR family transcriptional regulator RamR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	193	193	100.00	100.00	193	WP_004176968.1	TetR/AcrR family transcriptional regulator RamR	NA	NA
NA	2	406851	407429	+	ramR_A183A	TetR/AcrR family transcriptional regulator RamR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	193	193	100.00	100.00	193	WP_004176968.1	TetR/AcrR family transcriptional regulator RamR	NA	NA
NA	2	406851	407429	+	ramR_A19A	TetR/AcrR family transcriptional regulator RamR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	193	193	100.00	100.00	193	WP_004176968.1	TetR/AcrR family transcriptional regulator RamR	NA	NA
NA	2	406851	407429	+	ramR_I88I	TetR/AcrR family transcriptional regulator RamR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	193	193	100.00	100.00	193	WP_004176968.1	TetR/AcrR family transcriptional regulator RamR	NA	NA
NA	2	406851	407429	+	ramR_K5K	TetR/AcrR family transcriptional regulator RamR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	193	193	100.00	100.00	193	WP_004176968.1	TetR/AcrR family transcriptional regulator RamR	NA	NA
NA	2	406851	407429	+	ramR_M1V	TetR/AcrR family transcriptional regulator RamR [UNKNOWN]	core	AMR	POINT	NA	NA	EXACTX	193	193	100.00	100.00	193	WP_004176968.1	TetR/AcrR family transcriptional regulator RamR	NA	NA
NA	2	406851	407429	+	ramR_T162T	TetR/AcrR family transcriptional regulator RamR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	193	193	100.00	100.00	193	WP_004176968.1	TetR/AcrR family transcriptional regulator RamR	NA	NA
NA	2	406851	407429	+	ramR_T43T	TetR/AcrR family transcriptional regulator RamR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	193	193	100.00	100.00	193	WP_004176968.1	TetR/AcrR family transcriptional regulator RamR	NA	NA
NA	2	527562	528209	-	acrR_M109M	transcriptional regulator AcrR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	216	216	100.00	100.00	216	WP_002892080.1	transcriptional regulator AcrR	NA	NA
NA	2	527562	528209	-	acrR_V165V	transcriptional regulator AcrR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	216	216	100.00	100.00	216	WP_002892080.1	transcriptional regulator AcrR	NA	NA
NA	2	527562	528209	-	acrR_Y114Y	transcriptional regulator AcrR [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	216	216	100.00	100.00	216	WP_002892080.1	transcriptional regulator AcrR	NA	NA
NA	4	341910	342890	+	arnC_C161C	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase ArnC [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	POINTX	327	327	100.00	99.69	327	WP_014906821.1	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase ArnC	NA	NA
NA	4	341910	342890	+	arnC_S30T	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase ArnC [UNKNOWN]	core	AMR	POINT	NA	NA	POINTX	327	327	100.00	99.69	327	WP_014906821.1	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase ArnC	NA	NA
NA	4	475369	475677	+	rpsJ_V57V	30S ribosomal protein S10 [WILDTYPE]	core	AMR	POINT	TETRACYCLINE	TIGECYCLINE	EXACTX	103	103	100.00	100.00	103	WP_001181005.1	30S ribosomal protein S10	NA	NA
NA	6	42434	43510	-	ompK35_E132E	outer membrane porin OmpK35 [WILDTYPE]	core	AMR	POINT	BETA-LACTAM	CARBAPENEM	EXACTX	359	359	100.00	100.00	359	WP_004141771.1	outer membrane porin OmpK35	NA	NA
NA	6	42434	43510	-	ompK35_W230W	outer membrane porin OmpK35 [WILDTYPE]	core	AMR	POINT	BETA-LACTAM	CARBAPENEM	EXACTX	359	359	100.00	100.00	359	WP_004141771.1	outer membrane porin OmpK35	NA	NA
NA	6	293701	295164	-	phoQ_A20A	two-component system sensor histidine kinase PhoQ [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	488	488	100.00	100.00	488	WP_004147969.1	two-component system sensor histidine kinase PhoQ	NA	NA
NA	6	293701	295164	-	phoQ_D438D	two-component system sensor histidine kinase PhoQ [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	488	488	100.00	100.00	488	WP_004147969.1	two-component system sensor histidine kinase PhoQ	NA	NA
NA	6	293701	295164	-	phoQ_G385G	two-component system sensor histidine kinase PhoQ [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	488	488	100.00	100.00	488	WP_004147969.1	two-component system sensor histidine kinase PhoQ	NA	NA
NA	6	293701	295164	-	phoQ_L26L	two-component system sensor histidine kinase PhoQ [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	488	488	100.00	100.00	488	WP_004147969.1	two-component system sensor histidine kinase PhoQ	NA	NA
NA	6	293701	295164	-	phoQ_L348L	two-component system sensor histidine kinase PhoQ [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	488	488	100.00	100.00	488	WP_004147969.1	two-component system sensor histidine kinase PhoQ	NA	NA
NA	6	293701	295164	-	phoQ_L396L	two-component system sensor histidine kinase PhoQ [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	488	488	100.00	100.00	488	WP_004147969.1	two-component system sensor histidine kinase PhoQ	NA	NA
NA	6	293701	295164	-	phoQ_L96L	two-component system sensor histidine kinase PhoQ [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	488	488	100.00	100.00	488	WP_004147969.1	two-component system sensor histidine kinase PhoQ	NA	NA
NA	6	293701	295164	-	phoQ_R16R	two-component system sensor histidine kinase PhoQ [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	488	488	100.00	100.00	488	WP_004147969.1	two-component system sensor histidine kinase PhoQ	NA	NA
NA	6	293701	295164	-	phoQ_S174S	two-component system sensor histidine kinase PhoQ [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	488	488	100.00	100.00	488	WP_004147969.1	two-component system sensor histidine kinase PhoQ	NA	NA
NA	6	295167	295835	-	phoP_D191D	two-component system response regulator PhoP [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	223	223	100.00	100.00	223	WP_004150807.1	two-component system response regulator PhoP	NA	NA
NA	6	295167	295835	-	phoP_I201I	two-component system response regulator PhoP [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	223	223	100.00	100.00	223	WP_004150807.1	two-component system response regulator PhoP	NA	NA
NA	6	295167	295835	-	phoP_V3V	two-component system response regulator PhoP [WILDTYPE]	core	AMR	POINT	COLISTIN	COLISTIN	EXACTX	223	223	100.00	100.00	223	WP_004150807.1	two-component system response regulator PhoP	NA	NA
